NRA,NOMBRE,SCIAN,DESC_SCIAN,SECTOR,SUBSECTOR,ACTIVIDAD,PARQ_ IND,COORD_UTMX,COORD_UTMY,LAT_NORTE,lat1,lat2,lat3,lat,LON_OESTE,lon1,lon2,lon3,lon,CALLE,NUM_EXT,NUM_INT,COLONIA,LOCALIDAD,ESTADO,MUNICIPIO,CP
EIN9M0100111,"EATON Industries S. de R.L. de C.V.,EATON INDUSTRIES, S. DE R.L DE C.V.",336310,Fabricación de motores y sus partes para vehículos automotrices,Automotriz,Produccion de otras auto partes,FABRICACIÓN DE PUNTERÍAS AUTOMOTRICES,,771589.5591,2420441.822,"21°52'1""",21,52,1,21.86694444,"102°22'19""",102,22,19,-102.3719444,Calle CARRETERA AGS-VILLA HIDALGO,KM. 1.8 ,NA ,Colonia SANTA CRUZ DE LA PRESA,AGUASCALIENTES,AGUASCALIENTES,Aguascalientes,20317
EIN910200411,"EATON Industries S. de R.L. de C.V.,",434222,Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos","Manufactura, ensamble y diseño de productos para industria electrónica y aeroespacial",PARQ. IND. PACIFICO,501486.0773,3590664.208,"32°27'11""",32,27,11,32.45305556,"116°59'3""",116,59,3,-116.9841667,Avenida AV. SANTA ROSALIA,9707, ,,TIJUANA,BAJA CALIFORNIA,Tijuana,22643
EIN910803711,"EATON Industries S. de R.L. de C.V.,Eaton Industries S. de R.L. de C.V",335312,Fabricación de equipo y aparatos de distribución de energía eléctrica,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos","Fabricacion y/o ensambles de transformadores de distribucion, sensores, embragues",,365315.3229,3512938.03,"31°44'38""",31,44,38,31.74388889,"106°25'18""",106,25,18,-106.4216667,Calle PROL. HERMANOS ESCOBAR,7014, ,Colonia PARQUE IND. OMEGA,JUAREZ,CHIHUAHUA,Juarez,32320
EIN912803221,"EATON Industries S. de R.L. de C.V.,Eaton industries S de R.L. de C. V. ",332999,Fabricación de otros productos metálicos,Articulos y productos metalicos,Fabricacion de articulos y productos metalicos,Fabricacion de otros productos metalicos ,PARQUE INDUSTRIAL REYNOSA,578955.6095,2876641.527,"26°0'23""",26,0,23,26.00638889,"98°12'39""",98,12,39,-98.21083333,Calle  MIKE ALLEN ,500, ,,REYNOSA,TAMAULIPAS,Reynosa,88780
EIQMB1510411,"ESPECIALIDADES INDUSTRIALES Y QUIMICAS S.A. DE C.V.,EIQSA",325211,Fabricación de resinas sintéticas,Quimica,Produccion de resinas sinteticas,PRODUCCIÓN DE COMPUESTOS DE PVC Y PLASTIFICANTES,,478649.3898,2161239.949,"19°32'45""",19,32,45,19.54583333,"99°12'12""",99,12,12,-99.20333333,Calle MANUEL RIVERA,21, ,Colonia FRACC. INDUSTRIAL,TLALNEPANTLA,MEXICO,Tlalnepantla de Baz,54030
EKM9M1510611,"ELRING KLINGER MEXICO S.A. DE C.V.,ELRING KLINGER MEXICO",336390,Fabricación de otras partes para vehículos automotrices,Automotriz,Produccion de otras auto partes,FABRICACIÓN DE AUTOPARTES,ExPORTEC II,439784.8942,2137451.656,"19°19'48""",19,19,48,19.33,"99°34'23""",99,34,23,-99.57305556,Calle ALFONSO GOMEZ DE OROZCO,122, ,,SAN PEDRO TOTOLTEPEC,MEXICO,Toluca,50200
ELA6D1505711,"ELASTOTEC, SA DE CV,ELASTOTEC S.A DE C.V",326290,Fabricación de otros productos de hule,Quimica,Fabricacion de articulos y productos de hule ,PRODUCCION DE ARTICULOS DE HULE,,476493.4136,2152812.74,"19°28'10""",19,28,10,19.46944444,"99°13'26""",99,13,26,-99.22388889,Calle  CINCO,5, ,Colonia FRACCIONAMIENTO ALCE BLANCO,NAUCALPAN DE JUAREZ,MEXICO,Naucalpan de Juarez,53370
ELE820801721,"ELEKTRISOLA, S.A. DE C.V.,",335920,Fabricación de cables de conducción eléctrica,Articulos y productos metalicos,Produccion de alambre y productos de alambre,"FABRICACIÓN DE ALAMBRE, productos de alambre y resortes",,313106.955,3147641.208,"28°26'30""",28,26,30,28.44166667,"106°54'30""",106,54,30,-106.9083333,Calle PERIF. MANUEL GOMEZ MORIN,1800, ,Colonia MENONITA,CUAUHTEMOC,CHIHUAHUA,Cuauhtemoc,31500
EMAMI3105011,"Energia Mayakan, S. de R.L. de C.V.,Energía Mayakan",222210,Suministro de gas por ductos al consumidor final,Petroleo y petroquimica,Transportacion por ductos de gas natural y otros tipos de gases,TRANSPORTE DE GAS NATURAL POR DUCTO,,227400.2667,2326998.374,"21°1'24""",21,1,24,21.02333333,"89°37'21""",89,37,21,-89.6225,Calle PROLONGACION MONTEJO,"310, 5 PISO ", ,Colonia GONZALO GUERRERO,MERIDA,YUCATAN,Merida,97117
EMA1W0900211,"EXTRACTOS Y MALTAS, S.A. DE C.V.,",339999,Otras industrias manufactureras,Bebidas y tabaco,Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion,ELABORACIÓN DE MALTA,,483057.6664,2156205.179,"19°30'1""",19,30,1,19.50027778,"99°9'41""",99,9,41,-99.16138889,Calle PONIENTE 146,725, ,Colonia INDUSTRIAL VALLEJO,AZCAPOTZALCO,DISTRITO FEDERAL,Azcapotzalco,2300
EMA361305111,"Embotelladora Las Margaritas S.A.P.I. de C.V.,Embotelladora Las Margaritas, S.A.P.I. de C.V.",312111,Elaboración de refrescos y otras bebidas no alcohólicas,Bebidas y tabaco,Produccion de refrescos,Elaboración de bebidas no alcohólicas,,525542.4036,2219699.399,"20°4'26""",20,4,26,20.07388889,"98°45'20""",98,45,20,-98.75555556,Calle CAMINO A POZOS TELLEZ,KM. 1.5 5006, ,Fraccionamiento Industrial La Reforma,SAN GUILLERMO LA REFORMA,HIDALGO,Mineral de la Reforma,42186
EMA571900611,"EMPAQUES MOLDEADOS DE AMERICA TECNOLOGIAS, S. DE R.L. DE C.V.,",322299,Fabricación de otros productos de cartón y papel,Celulosa y papel,Produccion de carton y cartoncillo,FABRICACION DE EMPAQUES DE CELULOSA MOLDEADA,,378519.0294,2847248.213,"25°44'17""",25,44,17,25.73805556,"100°12'40""",100,12,40,-100.2111111,Avenida AVE. ISIDORO SEPULVEDA,540, ,Ninguno ,CIUDAD APODACA,NUEVO LEON,Apodaca,66603
EMCZU1901211,"ENERTEC MEXICO S DE RL DE CV,Centro de Distribución Monterrey",335910,Fabricación de acumuladores y pilas,Metalurgica (incluye la siderurgica),Produccion de acumuladores y pilas electricas,Almacen de materiales productos y otros,,376930.5557,2866391.044,"25°54'39""",25,54,39,25.91083333,"100°13'43""",100,13,43,-100.2286111,Calle AV. DEL PARQUE,1125, ,Colonia MONTERREY TECHNOLOGY PARK,CIENEGA DE FLORES,NUEVO LEON,Cienega de Flores,65550
EMEMB3012311,"PRINCE ERACHEM MEXICO S.A DE C.V.,Prince Erachem Mexico S.A de C.V.",325190,Fabricación de otros productos químicos básicos orgánicos,Quimica,Produccion de fertilizantes quimicos,"Producción y Venta de Sulfato de Manganeso, Oxido Manganoso, Zinc y sus derivados",,600525.6672,2459413.51,"22°14'14""",22,14,14,22.23722222,"98°1'28""",98,1,28,-98.02444444,Calle CARR. TAMPICO-VALLES,KM  28 , ,Ejido Tamós,TAMOS,VERACRUZ,Panuco,92018
EMEMD1900611,"ENERSYS DE MEXICO S. DE R.L. DE C.V.,ENERSYS PLANTA METALES",332999,Fabricación de otros productos metálicos,Metalurgica (incluye la siderurgica),Tratamiento termico de piezas metalicas,FABRICACION Y ENSAMBLE DE CAJAS METALICAS PARA ACUMULADORES,,384402.2919,2850841.133,"25°46'15""",25,46,15,25.77083333,"100°9'10""",100,9,10,-100.1527778,Calle PROLONGACION QUINTA ORIENTE,535 A, ,Colonia PARQUE INDUSTRIAL MONTERREY,CIUDAD APODACA,NUEVO LEON,Apodaca,66600
EMEMI0200211,"ECOGAS MEXICO, S. DE R.L. DE C.V.,ECOGAS MÉXICO, S. DE R.L. DE C.V. INSTALACIÓN EN MEXICALI",222210,Suministro de gas por ductos al consumidor final,Petroleo y petroquimica,Transportacion por ductos de gas natural y otros tipos de gases,TRANSPORTACIÓN DE GAS NATURAL POR DUCTO,,649586.1657,3610263.327,"32°37'11""",32,37,11,32.61972222,"115°24'20""",115,24,20,-115.4055556,Calle BLVD. VENUSTIANO CARRANZA,200, ,Colonia COL. PLUTARCO ELIAS CALLES,MEXICALI,BAJA CALIFORNIA,Mexicali,21390
EMEQX0503511,"ECOGAS MEXICO, S. DE R.L. DE C.V.,INSTALACIÓN LA LAGUNA DE DURANGO",222210,Suministro de gas por ductos al consumidor final,Petroleo y petroquimica,Transportacion por ductos de gas natural y otros tipos de gases,TRANSPORTACIÓN DE GAS NATURAL POR DUCTO,,657268.0287,2828607.937,"25°33'59""",25,33,59,25.56638889,"103°26'3""",103,26,3,-103.4341667,Calle PROL. MONACO ESQ. BLVD. CONSTITUCION,100, ,Colonia FRACC. EL TAJITO,TORREON,COAHUILA,Torreon,27100
EME1406600010,"EFFEM MEXICO INC. Y COMPAÑIA S. EN N.C. DE C.V.,MARS MÉXICO PLANTA GUADALAJARA",311110,Elaboración de alimentos para animales,Otros,Produccion de alimentos para animales,Elaboración de alimento seco y húmedo para mascotas,PONCITLAN CENTRO,706061.2658,2257648.391,"20°24'21""",20,24,21,20.40583333,"103°1'31""",103,1,31,-103.0252778,Camino A Tecualtitán,Km 2 , ,,PONCITLAN,JALISCO,Poncitlan,45950
EME2W2201111,"EFFEM MEXICO INC. Y COMPAÑIA S. EN N.C. DE C.V.,EFFEM MÉXICO Y COMPAÑIA S. EN N.C. DE C.V.",311110,Elaboración de alimentos para animales,Otros,Produccion de alimentos para animales,ELABORACION DE ALIMENTOS PARA MASCOTAS,,372803.4234,2280295.323,"20°37'3""",20,37,3,20.6175,"100°13'14""",100,13,14,-100.2205556,Calle CARR. A CHICHIMEQUILLAS,KM. 4.5 , ,Colonia LA PIEDAD,LA PIEDAD (SAN MIGUEL COLORADO),QUERETARO,El Marques,76260
EME620500711,"EXPLOSIVOS MEXICANOS SA DE CV,",325920,Fabricación de explosivos,Quimica,Produccion de explosivos,Manufactura y comercialización de Explosivos y accesorios para Explosivos,,772967.8976,3007724.85,"27°9'54""",27,9,54,27.165,"102°14'43""",102,14,43,-102.2452778,Carretera CARR.30KM.58 TRAMO MONCLOVA-CUATROCIENEG,S/N , ,Ejido EXPLOSIVOS MEXICANOS,CUATRO CIENEGAS DE CARRANZA,COAHUILA,Cuatrocienegas,27640
EME690900211,"EXXONMOBIL MEXICO S.A. DE C.V.,ExxonMobil México",324191,Fabricación de aceites y grasas lubricantes,Petroleo y petroquimica,Almacenamiento y distribucion de productos derivados del petroleo,Fabricación de aceites lubricantes,,482758.036,2156308.088,"19°30'4""",19,30,4,19.50111111,"99°9'51""",99,9,51,-99.16416667,Calle PONIENTE 146,760, ,Colonia INDUSTRIAL VALLEJO,AZCAPOTZALCO,DISTRITO FEDERAL,Azcapotzalco,2300
EME7Q1509911,"Extrusiones Metálicas S.A. de C.V.,",332310,Fabricación de estructuras metálicas,Metalurgica (incluye la siderurgica),Afinacion y laminacion de aluminio,Compra - Venta de perfiles de Aluminio,,510986.0887,2149516.962,"19°26'23""",19,26,23,19.43972222,"98°53'43""",98,53,43,-98.89527778,Calle FLORES MAGON,S/N , ,Colonia EL TRABAJO,SAN MIGUEL COATLINCHAN,MEXICO,Texcoco,56250
EME7S1904611,"ESAB México S.A. de C.V,PLANTA 1",332610,"Fabricación de alambre, productos de alambre y resortes",Metalurgica (incluye la siderurgica),Produccion de soldaduras de metales no ferrosos,Producción de Soldaduras de Metales No Ferrosos,NOGALAR,371226.0121,2844838.46,"25°42'56""",25,42,56,25.71555556,"100°17'0""",100,17,0,-100.2833333,Avenida DIEGO DIAZ DE BERLANGA,130,S/N ,,SAN NICOLAS DE LOS GARZA,NUEVO LEON,San Nicolas de los Garza,66480
EME8N1900611,"EMBRACO MÉXICO, S. DE R.L. DE C.V.,EMBRACO",333412,Fabricación de equipo de refrigeración industrial y comercial,Metalurgica (incluye la siderurgica),Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales,Fabricación de Compresores para Equipo de Refrigeración,,383008.5244,2851821.586,"25°46'47""",25,46,47,25.77972222,"100°10'0""",100,10,0,-100.1666667,Calle AVENIDA INDUSTRIAS,501, ,Colonia PARQUE INDUSTRIAL PIMSA ORIENTE,CIUDAD APODACA,NUEVO LEON,Apodaca,66624
EME8T2803211,"EMERPOWSYS S. DE R.L. DE C.V., PLANTA I",334220,"Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico","Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos","Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equip",PARQUE INDUSTRIAL CENTER,577068.6384,2880315.344,"26°2'23""",26,2,23,26.03972222,"98°13'46""",98,13,46,-98.22944444,Calle INDUSTRIAL REYNOSA,LOTE 12A ,SIN NUMERO ,,REYNOSA,TAMAULIPAS,Reynosa,88780
EME8Z1904622,"ENERSYS DE MEXICO S. DE R.L. DE C.V.,ENERSYS PLANTA BATERIAS",335910,Fabricación de acumuladores y pilas,Metalurgica (incluye la siderurgica),Produccion de acumuladores y pilas electricas,PRODUCCION DE ACUMULADORES Y PILAS ELECTRICAS,,373245.8348,2845387.69,"25°43'15""",25,43,15,25.72083333,"100°15'48""",100,15,48,-100.2633333,Avenida  ADOLFO LOPEZ MATEOS,4210, ,Colonia CASA BLANCA,SAN NICOLAS DE LOS GARZA,NUEVO LEON,San Nicolas de los Garza,66475
EME910803722,"EPI DE MEXICO, S. DE R.L. DE C.V.,EPI DE MEXICO",334410,Fabricación de componentes electrónicos,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",ENSAMBLE DE COMPONENTES ELECTRONICOS,,371940.1558,3500050.607,"31°37'42""",31,37,42,31.62833333,"106°21'1""",106,21,1,-106.3502778,Boulevard BLVD. INDEPENDENCIA ESQ. PUERTO DE PALOS,1450, ,Colonia PATRIA II,JUAREZ,CHIHUAHUA,Juarez,32590
EMG571407011,"EMPAQUES MODERNOS DE GUADALAJARA, S. de R.L. de C.V.,",322132,Fabricación de cartón y cartoncillo a partir de pulpa,Celulosa y papel,Produccion de carton y cartoncillo,Fabricación de papel y empaque de cartón a partir de fibra recuperada,,681619.3777,2271833.033,"20°32'11""",20,32,11,20.53638889,"103°15'28""",103,15,28,-103.2577778,Calle CARR. EL SALTO KM 7.3,SIN NUMERO , ,Colonia EL SALTO CENTRO,EL SALTO,JALISCO,El Salto,45680
EMK2800300042,"ENERGÍA MK KF S.A. DE C.V.,ENERGÍA MK KF S.A. DEC.V.",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,"Generación, transmisión y distribución de energía eléctrica.",Puerto Industrial de Altamira,614488.7903,2478632.936,"22°24'35""",22,24,35,22.40972222,"97°53'15""",97,53,15,-97.8875,Boulevard  DE LOS RIOS,460, ,,ALTAMIRA,TAMAULIPAS,Altamira,89600
EMO1700700001,"ECOSISTEMA DE MORELOS S.A. DE C.V.,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE ACAPANTZINGO",222112,"Captación, tratamiento y suministro de agua realizados por el sector privado",Otros,"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot",TRATAMIENTO DE AGUAS RESIDUALES URBANAS DE LA CIUDAD DE CUERNAVACA MORELOS,,477652.5239,2089348.592,"18°53'46""",18,53,46,18.89611111,"99°12'43""",99,12,43,-99.21194444,Calle DEL EJIDO,SIN NUMERO , ,Colonia SAN MIGUEL ACAPANTZINGO,CUERNAVACA,MORELOS,Cuernavaca,62446
EMS571510411,"Empaques Modernos San Pablo S. de R.L. de C.V.,",322299,Fabricación de otros productos de cartón y papel,Celulosa y papel,Produccion de papel,Fabricación de papel semikraft y cartón corrugado,,481319.9883,2156886.543,"19°30'23""",19,30,23,19.50638889,"99°10'40""",99,10,40,-99.17777778,Prolongación Poniente 150,N/A , ,Colonia SAN PABLO XALPA,TLALNEPANTLA,MEXICO,Tlalnepantla de Baz,54090
EMX1407000040,"Integrated Micro-Electronics Mexico SAPI de CV,IMI Planta 1",334410,Fabricación de componentes electrónicos,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",Producción de ensambles electrónicos e inyección de plásticos,,682765.6316,2269885.837,"20°31'8""",20,31,8,20.51888889,"103°14'49""",103,14,49,-103.2469444,Calle 4,10560, ,Colonia PARQUE INDUSTRIAL EL SALTO,SAN JOSE DEL CASTILLO,JALISCO,El Salto,45680
ENA8A1510411,"COMPAÑÍA ESTAÑADORA NACIONAL, S.A. DE C.V.,",332810,Recubrimientos y terminados metálicos,Quimica,Galvanoplastia,"CROMADO, NIQUELADO Y ANODIZADO DE PIEZAS METÁLICAS",,481773.718,2163448.21,"19°33'57""",19,33,57,19.56583333,"99°10'25""",99,10,25,-99.17361111,Calle VIA DR. GUSTAVO BAZ,292, ,Colonia LA LOMA,TLALNEPANTLA,MEXICO,Tlalnepantla de Baz,54060
ENC110600411,"Las Encinas S.A. de C.V.,, Mina Cerro Náhuatl",212210,Minería de hierro,Metalurgica (incluye la siderurgica),Mineria de hierro,Extracción y beneficio de mineral de hierro,,616007.437,2119617.797,"19°9'59""",19,9,59,19.16638889,"103°53'48""",103,53,48,-103.8966667,Calle KM. 12 CARRETERA COLIMA-COQUIMATLAN,SN , ,Ejido La Esperanza,COQUIMATLAN,COLIMA,Coquimatlan,28410
ENC110600412,"Las Encinas S.A. de C.V.,, Estación Jala",212210,Minería de hierro,Metalurgica (incluye la siderurgica),Mineria de hierro,Beneficio de mineral de hierro,,620637.3875,2116694.577,"19°8'23""",19,8,23,19.13972222,"103°51'10""",103,51,10,-103.8527778,Calle CARR. COQUIMATLAN-JALA KM,6, ,Ejido Jala,COQUIMATLAN,COLIMA,Coquimatlan,28410
ENC110600511,"Las Encinas S.A. de C.V.,, Planta Peletizadora",212210,Minería de hierro,Metalurgica (incluye la siderurgica),Mineria de hierro,Minería de Hierro.,,654530.8485,2129591.877,"19°15'14""",19,15,14,19.25388889,"103°31'46""",103,31,46,-103.5294444,Calle DOMICILIO CONOCIDO S.N.,S/N , ,Ejido ALZADA,CUAUHTEMOC,COLIMA,Cuauhtemoc,28509
ENC111600811,"Las Encinas S.A. de C.V., Mina Aquila,Mina Aquila",212210,Minería de hierro,Metalurgica (incluye la siderurgica),Mineria de hierro,Extracción y beneficio de mineral de hierro,,659905.4964,2059933.596,"18°37'27""",18,37,27,18.62416667,"103°29'3""",103,29,3,-103.4841667,Terracería KM. 6 DEL POB. DE SN. MIGUEL DE AQUILA,S/N , ,Región AQUILA,AQUILA,MICHOACAN,Aquila,60870
ENEAD2800311,"ENERTEK SA DE CV,",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,GENERACION DE ENERGIA ELECTRICA Y VAPOR,ALTAMIRA,614147.6043,2474795.843,"22°22'31""",22,22,31,22.37527778,"97°53'28""",97,53,28,-97.89111111,Calle CARR. TAMPICO-MANTE KM 17.5,SN , ,,ALTAMIRA,TAMAULIPAS,Altamira,89607
ENE8Z1904811,"ENERYA S.A. DE C.V.,ENERYA",335910,Fabricación de acumuladores y pilas,Metalurgica (incluye la siderurgica),Produccion de acumuladores y pilas electricas,FABRICACIÓN DE ACUMULADORES AUTOMOTRICES,PARQUE INDUSTRIAL GONHER,346838.0678,2843889.553,"25°42'17""",25,42,17,25.70472222,"100°31'35""",100,31,35,-100.5263889,Carretera  A GARCIA,KM 1.2 ,12,,CIUDAD SANTA CATARINA,NUEVO LEON,Santa Catarina,66350
EOP1101700056,"HELLA AUTOMOTIVE MEXICO S.A. DE C.V.,HELLA",336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,Automotriz,Produccion de otras auto partes,FABRICACION ARTICULOS ELECTROPTICOS PARA AUTOMOVIL (FAROS Y CALAVERAS),CENTRO INDUSTRIAL DE GUANAJUATO,252978.5191,2286608.546,"20°39'45""",20,39,45,20.6625,"101°22'15""",101,22,15,-101.3708333,Calle SANTIAGO,MANZANA 1 1, ,,IRAPUATO,GUANAJUATO,Irapuato,36844
EOP6E1407011,"HELLA AUTOMOTIVE MEXICO S.A. DE C.V.,HELLA AUTOMOTIVE MEXICO",326198,Fabricación de otros productos de plástico con reforzamiento,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",FABRICACION DE FAROS Y CALAVERAS PAR AUTOMOVILES,,690027.9244,2269680.397,"20°30'58""",20,30,58,20.51611111,"103°10'39""",103,10,39,-103.1775,Calle CARR. A EL CASTILLO KM 10.5,SIN NUM , ,Colonia EL CASTILLO,SAN JOSE DEL CASTILLO,JALISCO,El Salto,45680
EOP9M1510411,"HELLA AUTOMOTIVE MEXICO S.A. DE C.V.,HELLA AUTOMOTIVE MEXICO ",335999,Fabricación de otros productos eléctricos,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",FABRICACION DE EQUIPO ELECTRICO Y ELECTRONICO,,482347.9921,2161514.509,"19°32'54""",19,32,54,19.54833333,"99°10'5""",99,10,5,-99.16805556,Calle PRIV. CUMBRES DE ACULTZINGO,202, ,Colonia FRACCIONAMIENTO DE LOS PIRULES,TLALNEPANTLA,MEXICO,Tlalnepantla de Baz,54040
EPR741301311,"EJIDO PROGRESO,PLANTA HIDRATADORA DE CAL, PROCAL 2000",327410,Fabricación de cal,Cemento y Cal,Produccion de cal,Fabricación de Cal Hidratada,,473664.3148,2210733.983,"19°59'35""",19,59,35,19.99305556,"99°15'6""",99,15,6,-99.25166667,Calle CARRETERA JOROBAS - TULA KM 19.5,KM. 19.5 , ,Ejido EJIDO PROGRESO,ATOTONILCO DE TULA,HIDALGO,Atotonilco de Tula,42980
EQU1501900008,"ENFOQUE QUÍMICO, S.A. DE C.V.,",325999,Fabricación de otros productos químicos,Quimica,Produccion de substancias quimicas a partir de mezclas ,"FABRICACION D PRODUCTOS QUIMICOS (ESTERES, SULFASUCCINATOS Y AMIDAS)",,450764.5145,2124935.671,"19°13'2""",19,13,2,19.21722222,"99°28'6""",99,28,6,-99.46833333,Privada INDUSTRIA,13,S/N ,Condominio PYMES CAPULHUAC,CAPULHUAC DE MIRAFUENTES,MEXICO,Capulhuac,52700
EQU5P1100711,"Equinox S.A. de C.V.,Equinox S A de C V",325320,"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes",Quimica,Produccion de fertilizantes quimicos,Formular y envasar agroquimicos,,311367.8347,2273842.4,"20°33'14""",20,33,14,20.55388889,"100°48'34""",100,48,34,-100.8094444,Calle PONIENTE 4,133, ,Colonia ZONA INDUSTRIAL,CELAYA,GUANAJUATO,Celaya,38010
EQU7X1403911,"EQUITER SA DE CV,",331220,Fabricación de otros productos de hierro y acero,Metalurgica (incluye la siderurgica),Fundicion  y moldeo de piezas de hierro y acero,FABRICACIÓN DE OTROS PRODUCTOS DE HIERRO Y ACERO DE MATERIAL COMPRADO,,671637.6154,2282731.024,"20°38'9""",20,38,9,20.63583333,"103°21'9""",103,21,9,-103.3525,Calle 28,2569, ,Colonia ZONA INDUSTRIAL,GUADALAJARA,JALISCO,Guadalajara,44940
ERE2803200018,"Electronica Reynosa S. de R.L. de C.V.,",334410,Fabricación de componentes electrónicos,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",Produccion y ensamble de tablillas electronicas,PARQUE INDUSTRIAL DEL NORTE,563565.3275,2881100.577,"26°2'51""",26,2,51,26.0475,"98°21'52""",98,21,52,-98.36444444,Avenida FOMENTO INDUSTRIAL,ESQ. AVE. FOMENTO INDUSTRIAL ,3000,,REYNOSA,TAMAULIPAS,Reynosa,88736
ERE6E2803211,"ERIKA DE REYNOSA SA DE CV,",339112,Fabricación de material desechable de uso médico,Articulos y productos compuestos de diferentes materiales,"Produccion de equipos y/o articulos, medicos y/o quirurgicos",ENSAMBLE Y SUB-ENSAMBLE DE MATERIAL MEDICO QUIRURGICO,PARQUE INDUSTRIAL REYNOSA (SECCION NORTE),578075.3673,2877147.751,"26°0'40""",26,0,40,26.01111111,"98°13'11""",98,13,11,-98.21972222,Calle MIKE ALLEN,1331, ,,REYNOSA,TAMAULIPAS,Reynosa,88788
